Sesjon;Gruppe;InnstKode;Nummer;gmlord;emneord;Filnavn
2010-2011;S;S;425;LOKALFORVALTNING;LOKALFORVALTNING;inns-201011-425.xml
2010-2011;S;S;426;REGJERINGEN;REGJERINGEN;inns-201011-426.xml
2010-2011;S;S;426;STORTINGSREPRESENTANTER;STORTINGSREPRESENTANTER;inns-201011-426.xml
2010-2011;S;S;426;LØNN;LØNN OG INNTEKT;inns-201011-426.xml
2010-2011;S;S;427;FORBRUKERSAKER;FORBRUKERSAKER;inns-201011-427.xml
2010-2011;S;S;429;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-201011-429.xml
2010-2011;S;S;429;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-201011-429.xml
2010-2011;S;S;429;LOKALFORVALTNING;LOKALFORVALTNING;inns-201011-429.xml
2010-2011;S;S;432;LIKESTILLING;LIKESTILLING;inns-201011-432.xml
2010-2011;S;S;432;STATENS PERSONALPOLITIKK;STATENS PERSONALPOLITIKK;inns-201011-432.xml
2010-2011;S;S;432;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201011-432.xml
2010-2011;S;S;432;LØNN;LØNN OG INNTEKT;inns-201011-432.xml
2010-2011;S;S;433;FORURENSNING;FORURENSNING;inns-201011-433.xml
2010-2011;S;S;433;MILJØVERN;MILJØVERN;inns-201011-433.xml
2010-2011;S;S;433;SJØFART;SJØFART;inns-201011-433.xml
2010-2011;S;S;433;POLAROMRÅDER;POLAROMRÅDER;inns-201011-433.xml
2010-2011;S;S;433;OLJEUTVINNING;OLJE OG GASS;inns-201011-433.xml
2010-2011;S;S;434;STATSBUDSJETTET;STATSBUDSJETTET;inns-201011-434.xml
2010-2011;S;S;434;TRYGDER;TRYGDER;inns-201011-434.xml
2010-2011;S;S;435;RIKSREVISJONEN;RIKSREVISJONEN;inns-201011-435.xml
2010-2011;S;S;435;OLJE;OLJE OG GASS;inns-201011-435.xml
2010-2011;S;S;435;NORGES BANK;NORGES BANK;inns-201011-435.xml
2010-2011;S;S;435;TRYGDER;TRYGDER;inns-201011-435.xml
2010-2011;S;S;436;OLJE;OLJE OG GASS;inns-201011-436.xml
2010-2011;S;S;436;NORGES BANK;NORGES BANK;inns-201011-436.xml
2010-2011;S;S;436;TRYGDER;TRYGDER;inns-201011-436.xml
2010-2011;S;S;437;FORURENSNING;FORURENSNING;inns-201011-437.xml
2010-2011;S;S;437;SKATTER;SKATTER;inns-201011-437.xml
2010-2011;S;S;437;AVGIFTER;AVGIFTER;inns-201011-437.xml
2010-2011;S;S;437;SÆRAVGIFTER;AVGIFTER;inns-201011-437.xml
2010-2011;S;S;438;BANKER;BANKER;inns-201011-438.xml
2010-2011;S;S;438;EFTA/EU;EU/EØS;inns-201011-438.xml
2010-2011;S;S;438;FINANSER;FINANSER;inns-201011-438.xml
2010-2011;S;S;438;AKSJER;AKSJER;inns-201011-438.xml
2010-2011;S;S;439;BANKER;BANKER;inns-201011-439.xml
2010-2011;S;S;439;NORGES BANK;NORGES BANK;inns-201011-439.xml
2010-2011;S;S;439;ØKONOMISK SAMARBEID;ØKONOMISK SAMARBEID;inns-201011-439.xml
2010-2011;S;S;439;FINANSER;FINANSER;inns-201011-439.xml
2010-2011;S;S;440;SKATTEFRADRAG;SKATTEFRADRAG;inns-201011-440.xml
2010-2011;S;S;441;FORSVAR;FORSVAR;inns-201011-441.xml
2010-2011;S;S;441;FORSVARSMATERIELL;FORSVARSMATERIELL;inns-201011-441.xml
2010-2011;S;S;442;FORSVAR;FORSVAR;inns-201011-442.xml
2010-2011;S;S;442;MILITÆRT PERSONELL;MILITÆRT PERSONELL;inns-201011-442.xml
2010-2011;S;S;442;SIVILE VERNEPLIKTIGE;SAMFUNNSSIKKERHET;inns-201011-442.xml
2010-2011;S;S;443;REGJERINGEN;REGJERINGEN;inns-201011-443.xml
2010-2011;S;S;444;LANDBRUK;LANDBRUK;inns-201011-444.xml
2010-2011;S;S;444;LANDBRUKSPRODUKTER;LANDBRUKSPRODUKTER;inns-201011-444.xml
2010-2011;S;S;444;JORDBRUK;JORDBRUK;inns-201011-444.xml
2010-2011;S;S;444;HUSDYR;HUSDYR;inns-201011-444.xml
2010-2011;S;S;445;STORTINGET;STORTINGET;inns-201011-445.xml
2010-2011;S;S;445;STORTINGETS FORRETNINGSORDEN;STORTINGETS FORRETNINGSORDEN;inns-201011-445.xml
2010-2011;S;S;448;STORTINGET;STORTINGET;inns-201011-446.xml
2010-2011;S;S;448;STORTINGETS FORRETNINGSORDEN;STORTINGETS FORRETNINGSORDEN;inns-201011-446.xml
2011-2012;L;L;4;DOMSTOLER;DOMSTOLER;inns-201112-004.xml
2011-2012;L;L;4;SKATTEADMINISTRASJON;SKATTEADMINISTRASJON;inns-201112-004.xml
2011-2012;L;L;4;SKATTEFRADRAG;SKATTEFRADRAG;inns-201112-004.xml
2011-2012;L;L;4;SKATTER;SKATTER;inns-201112-004.xml
2011-2012;L;L;4;AVGIFTER;AVGIFTER;inns-201112-004.xml
2011-2012;L;L;4;MERVERDIAVGIFT;MERVERDIAVGIFT;inns-201112-004.xml
2011-2012;L;L;4;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-201112-004.xml
2011-2012;L;L;4;STATSBUDSJETTET;STATSBUDSJETTET;inns-201112-004.xml
2011-2012;L;L;4;TRYGDER;TRYGDER;inns-201112-004.xml
2011-2012;L;L;4;SÆRAVGIFTER;AVGIFTER;inns-201112-004.xml
2011-2012;L;L;4;RUSMIDLER;RUSMIDLER;inns-201112-004.xml
2011-2012;L;L;27;EFTA/EU;EU/EØS;inns-201112-027.xml
2011-2012;L;L;27;FINANSER;FINANSER;inns-201112-027.xml
2011-2012;L;L;27;AKSJER;AKSJER;inns-201112-027.xml
2011-2012;L;L;28;BANKER;BANKER;inns-201112-028.xml
2011-2012;L;L;28;EFTA/EU;EU/EØS;inns-201112-028.xml
2011-2012;L;L;28;FINANSER;FINANSER;inns-201112-028.xml
2011-2012;L;L;29;FISKERIER;FISKERIER;inns-201112-029.xml
2011-2012;L;L;29;FISKEOMSETNING;FISKEOMSETNING;inns-201112-029.xml
2011-2012;L;L;30;SKOLER;SKOLER;inns-201112-030.xml
2011-2012;L;L;30;FYLKER;FYLKER;inns-201112-030.xml
2011-2012;L;L;30;VEGTRAFIKK;VEGTRAFIKK;inns-201112-030.xml
2011-2012;L;L;30;KOMMUNER;KOMMUNER;inns-201112-030.xml
2011-2012;L;L;34;TRYGDER;TRYGDER;inns-201112-034.xml
2011-2012;L;L;35;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;inns-201112-035.xml
2011-2012;L;L;35;STATSFORVALTNING;STATSFORVALTNING;inns-201112-035.xml
2011-2012;L;L;47;NÆRINGSLIV;NÆRINGSLIV;inns-201112-047.xml
2011-2012;L;L;47;SIVIL BEREDSKAP;SAMFUNNSSIKKERHET;inns-201112-047.xml
2011-2012;L;L;51;SJØFART;SJØFART;inns-201112-051.xml
2011-2012;L;L;51;SIKKERHET TIL SJØS;SIKKERHET TIL SJØS;inns-201112-051.xml
2011-2012;L;L;51;EFTA/EU;EU/EØS;inns-201112-051.xml
2011-2012;L;L;56;RETTSVESEN;RETTSVESEN;inns-201112-056.xml
2011-2012;L;L;56;DOMSTOLER;DOMSTOLER;inns-201112-056.xml
2011-2012;L;L;56;MASSEMEDIER;MASSEMEDIER;inns-201112-056.xml
2011-2012;L;L;57;NÆRINGSLIV;NÆRINGSLIV;inns-201112-057.xml
2011-2012;L;L;57;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-201112-057.xml
2011-2012;L;L;57;AKSJER;AKSJER;inns-201112-057.xml
2011-2012;L;L;66;PERSONVERN;PERSONVERN;inns-201112-066.xml
2011-2012;L;L;66;LØNN;LØNN OG INNTEKT;inns-201112-066.xml
2011-2012;L;L;66;STATSFORVALTNING;STATSFORVALTNING;inns-201112-066.xml
2011-2012;L;L;68;SIVILRETT;SIVILRETT;inns-201112-068.xml
2011-2012;L;L;68;STRAFFERETT;STRAFFERETT;inns-201112-068.xml
2011-2012;L;L;68;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-068.xml
2011-2012;L;L;68;NORDISK SAMARBEID;NORDISK SAMARBEID;inns-201112-068.xml
2011-2012;L;L;68;EFTA/EU;EU/EØS;inns-201112-068.xml
2011-2012;L;L;74;INNVANDRERE;INNVANDRERE;inns-201112-074.xml
2011-2012;L;L;74;BARN;BARN;inns-201112-074.xml
2011-2012;L;L;75;FORURENSNING;FORURENSNING;inns-201112-075.xml
2011-2012;L;L;75;NATURVERN;NATURVERN;inns-201112-075.xml
2011-2012;L;L;75;KULTURVERN;KULTURVERN;inns-201112-075.xml
2011-2012;L;L;75;SVALBARD;SVALBARD;inns-201112-075.xml
2011-2012;L;L;78;INNVANDRERE;INNVANDRERE;inns-201112-078.xml
2011-2012;L;L;78;FENGSLER;FENGSLER;inns-201112-078.xml
2011-2012;L;L;78;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-078.xml
2011-2012;L;L;79;IDRETT;IDRETT;inns-201112-079.xml
2011-2012;L;L;79;LOTTERI OG SPILL;LOTTERI OG SPILL;inns-201112-079.xml
2011-2012;L;L;80;SYSSELSETTING;SYSSELSETTING;inns-201112-080.xml
2011-2012;L;L;80;TRYGDER;TRYGDER;inns-201112-080.xml
2011-2012;L;L;81;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201112-081.xml
2011-2012;L;L;81;TRYGDER;TRYGDER;inns-201112-081.xml
2011-2012;L;L;83;RETTSVESEN;RETTSVESEN;inns-201112-083.xml
2011-2012;L;L;83;STRAFFERETT;STRAFFERETT;inns-201112-083.xml
2011-2012;L;L;83;KRIMINALOMSORG;KRIMINALOMSORG;inns-201112-083.xml
2011-2012;L;L;83;BARNEVERN;BARNEVERN;inns-201112-083.xml
2011-2012;L;L;83;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-083.xml
2011-2012;L;L;89;STORTINGSREPRESENTANTER;STORTINGSREPRESENTANTER;inns-201112-089.xml
2011-2012;L;L;91;DOMSTOLER;DOMSTOLER;inns-201112-091.xml
2011-2012;L;L;91;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201112-091.xml
2011-2012;L;L;91;LØNN;LØNN OG INNTEKT;inns-201112-091.xml
2011-2012;L;L;92;SKATTEADMINISTRASJON;SKATTEADMINISTRASJON;inns-201112-092.xml
2011-2012;L;L;92;BYGNINGSVESEN;BYGNINGSVESEN;inns-201112-092.xml
2011-2012;L;L;92;KARTVERK;KARTVERK;inns-201112-092.xml
2011-2012;L;L;97;REGJERINGEN;REGJERINGEN;inns-201112-097.xml
2011-2012;L;L;97;STORTINGSREPRESENTANTER;STORTINGSREPRESENTANTER;inns-201112-097.xml
2011-2012;L;L;97;TRYGDER;TRYGDER;inns-201112-097.xml
2011-2012;L;L;102;BIBLIOTEK OG LITTERATUR;BIBLIOTEK OG LITTERATUR;inns-201112-102.xml
2011-2012;L;L;103;FAMILIE;FAMILIE;inns-201112-103.xml
2011-2012;L;L;103;BARNEHAGER;BARNEHAGER;inns-201112-103.xml
2011-2012;L;L;133;KOMMUNER;KOMMUNER;inns-201112-133.xml
2011-2012;L;L;139;FORBRUKERSAKER;FORBRUKERSAKER;inns-201112-139.xml
2011-2012;L;L;139;JERNBANER;JERNBANER;inns-201112-139.xml
2011-2012;L;L;140;ENERGI;ENERGI;inns-201112-140.xml
2011-2012;L;L;140;ELEKTRISITET;ELEKTRISITET;inns-201112-140.xml
2011-2012;L;L;140;SIVIL BEREDSKAP;SAMFUNNSSIKKERHET;inns-201112-140.xml
2011-2012;L;L;158;FORSVAR;FORSVAR;inns-201112-158.xml
2011-2012;L;L;158;SIVILE VERNEPLIKTIGE;SAMFUNNSSIKKERHET;inns-201112-158.xml
2011-2012;L;L;162;SJØFOLK;SJØFART;inns-201112-162.xml
2011-2012;L;L;162;SIKKERHET TIL SJØS;SIKKERHET TIL SJØS;inns-201112-162.xml
2011-2012;L;L;162;TRAKTATER;TRAKTATER;inns-201112-162.xml
2011-2012;L;L;163;SYSSELSETTING;SYSSELSETTING;inns-201112-163.xml
2011-2012;L;L;163;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-201112-163.xml
2011-2012;L;L;163;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-163.xml
2011-2012;L;L;172;DEN NORSKE KIRKE;DEN NORSKE KIRKE;inns-201112-172.xml
2011-2012;L;L;172;KOMMUNER;KOMMUNER;inns-201112-172.xml
2011-2012;L;L;172;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201112-172.xml
2011-2012;L;L;175;PERSONVERN;PERSONVERN;inns-201112-175.xml
2011-2012;L;L;175;BARN;BARN;inns-201112-175.xml
2011-2012;L;L;176;DOMSTOLER;DOMSTOLER;inns-201112-176.xml
2011-2012;L;L;176;STRAFFERETT;STRAFFERETT;inns-201112-176.xml
2011-2012;L;L;176;BARN;BARN;inns-201112-176.xml
2011-2012;L;L;176;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-176.xml
2011-2012;L;L;176;INTERNASJONAL RETT;INTERNASJONAL RETT;inns-201112-176.xml
2011-2012;L;L;180;HELSEVESEN;HELSEVESEN;inns-201112-180.xml
2011-2012;L;L;180;HELSEPERSONELL;HELSEPERSONELL;inns-201112-180.xml
2011-2012;L;L;180;RUSMIDLER;RUSMIDLER;inns-201112-180.xml
2011-2012;L;L;181;INNVANDRERE;INNVANDRERE;inns-201112-181.xml
2011-2012;L;L;181;BARN;BARN;inns-201112-181.xml
2011-2012;L;L;181;STATSFORVALTNING;STATSFORVALTNING;inns-201112-181.xml
2011-2012;L;L;185;KOMMUNER;KOMMUNER;inns-201112-185.xml
2011-2012;L;L;185;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-201112-185.xml
2011-2012;L;L;185;STATSFORVALTNING;STATSFORVALTNING;inns-201112-185.xml
2011-2012;L;L;185;EFTA/EU;EU/EØS;inns-201112-185.xml
2011-2012;L;L;197;PERSONVERN;PERSONVERN;inns-201112-197.xml
2011-2012;L;L;197;INNVANDRERE;INNVANDRERE;inns-201112-197.xml
2011-2012;L;L;197;EFTA/EU;EU/EØS;inns-201112-197.xml
2011-2012;L;L;201;TRYGDER;TRYGDER;inns-201112-201.xml
2011-2012;L;L;203;INNVANDRERE;INNVANDRERE;inns-201112-203.xml
2011-2012;L;L;203;BARN;BARN;inns-201112-203.xml
2011-2012;L;L;206;VAREHANDEL;VAREHANDEL;inns-201112-206.xml
2011-2012;L;L;206;FORBRUKERSAKER;FORBRUKERSAKER;inns-201112-206.xml
2011-2012;L;L;219;RETTSVESEN;RETTSVESEN;inns-201112-219.xml
2011-2012;L;L;219;DOMSTOLER;DOMSTOLER;inns-201112-219.xml
2011-2012;L;L;230;ARBEIDSLIV;ARBEIDSLIV;inns-201112-230.xml
2011-2012;L;L;230;EFTA/EU;EU/EØS;inns-201112-230.xml
2011-2012;L;L;241;PERSONVERN;PERSONVERN;inns-201112-241.xml
2011-2012;L;L;241;UNIVERSITETER;UNIVERSITETER;inns-201112-241.xml
2011-2012;L;L;241;FORSKNING;FORSKNING;inns-201112-241.xml
2011-2012;L;L;241;HØGSKOLER;HØGSKOLER;inns-201112-241.xml
2011-2012;L;L;246;BOLIGSAKER;BOLIGSAKER;inns-201112-246.xml
2011-2012;L;L;246;AKSJER;AKSJER;inns-201112-246.xml
2011-2012;L;L;248;FORBRUKERSAKER;FORBRUKERSAKER;inns-201112-248.xml
2011-2012;L;L;248;EFTA/EU;EU/EØS;inns-201112-248.xml
2011-2012;L;L;250;BARNEVERN;BARNEVERN;inns-201112-250.xml
2011-2012;L;L;250;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-250.xml
2011-2012;L;L;250;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201112-250.xml
2011-2012;L;L;252;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-201112-252.xml
2011-2012;L;L;252;LØNN;LØNN OG INNTEKT;inns-201112-252.xml
2011-2012;L;L;252;TRYGDER;TRYGDER;inns-201112-252.xml
2011-2012;L;L;258;LIKESTILLING;LIKESTILLING;inns-201112-258.xml
2011-2012;L;L;258;FAMILIE;FAMILIE;inns-201112-258.xml
2011-2012;L;L;258;TRYGDER;TRYGDER;inns-201112-258.xml
2011-2012;L;L;266;RETTSVESEN;RETTSVESEN;inns-201112-266.xml
2011-2012;L;L;266;FYLKER;FYLKER;inns-201112-266.xml
2011-2012;L;L;266;KOMMUNER;KOMMUNER;inns-201112-266.xml
2011-2012;L;L;266;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;inns-201112-266.xml
2011-2012;L;L;266;LOKALFORVALTNING;LOKALFORVALTNING;inns-201112-266.xml
2011-2012;L;L;285;FORURENSNING;FORURENSNING;inns-201112-285.xml
2011-2012;L;L;285;NÆRINGSLIV;NÆRINGSLIV;inns-201112-285.xml
2011-2012;L;L;285;MILJØVERN;MILJØVERN;inns-201112-285.xml
2011-2012;L;L;285;EFTA/EU;EU/EØS;inns-201112-285.xml
2011-2012;L;L;290;FORURENSNING;FORURENSNING;inns-201112-290.xml
2011-2012;L;L;290;VEGTRAFIKK;VEGTRAFIKK;inns-201112-290.xml
2011-2012;L;L;290;VEGVESEN;VEGVESEN;inns-201112-290.xml
2011-2012;L;L;292;DEN NORSKE KIRKE;DEN NORSKE KIRKE;inns-201112-292.xml
2011-2012;L;L;292;TROSSAMFUNN;TROSSAMFUNN;inns-201112-292.xml
2011-2012;L;L;292;GRUNNLOVEN;GRUNNLOVEN;inns-201112-292.xml
2011-2012;L;L;311;SKATTER;SKATTER;inns-201112-311.xml
2011-2012;L;L;311;TOLL;TOLL;inns-201112-311.xml
2011-2012;L;L;318;NATURVERN;NATURVERN;inns-201112-318.xml
2011-2012;L;L;319;UTDANNING;UTDANNING;inns-201112-319.xml
2011-2012;L;L;319;AKSJER;AKSJER;inns-201112-319.xml
2011-2012;L;L;321;SKOLER;SKOLER;inns-201112-321.xml
2011-2012;L;L;321;VIDEREGÅENDE SKOLER;VIDEREGÅENDE SKOLER;inns-201112-321.xml
2011-2012;L;L;321;GRUNNSKOLE;GRUNNSKOLE;inns-201112-321.xml
2011-2012;L;L;322;INNVANDRERE;INNVANDRERE;inns-201112-322.xml
2011-2012;L;L;322;EFTA/EU;EU/EØS;inns-201112-322.xml
2011-2012;L;L;323;SOSIALVESEN;SOSIALE TJENESTER;inns-201112-323.xml
2011-2012;L;L;323;HUSBANKEN;HUSBANKEN;inns-201112-323.xml
2011-2012;L;L;326;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-201112-326.xml
2011-2012;L;L;326;EFTA/EU;EU/EØS;inns-201112-326.xml
2011-2012;L;L;326;ARBEIDSMILJØ;ARBEIDSMILJØ;inns-201112-326.xml
2011-2012;L;L;329;LUFTFART;LUFTFART;inns-201112-329.xml
2011-2012;L;L;330;DOMSTOLER;DOMSTOLER;inns-201112-330.xml
2011-2012;L;L;330;STRAFFERETT;STRAFFERETT;inns-201112-330.xml
2011-2012;L;L;330;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-201112-330.xml
2011-2012;L;L;330;TRAKTATER;TRAKTATER;inns-201112-330.xml
2011-2012;L;L;330;EFTA/EU;EU/EØS;inns-201112-330.xml
2011-2012;L;L;330;INTERNASJONAL RETT;INTERNASJONAL RETT;inns-201112-330.xml
2011-2012;L;L;334;STRAFFERETT;STRAFFERETT;inns-201112-334.xml
2011-2012;L;L;334;ATOMVÅPEN;ATOMVÅPEN;inns-201112-334.xml
2011-2012;L;L;336;FISKERIER;FISKERIER;inns-201112-336.xml
2011-2012;L;L;336;SAMER;SAMER;inns-201112-336.xml
2011-2012;L;L;339;POST;POST;inns-201112-339.xml
2011-2012;L;L;339;BANKER;BANKER;inns-201112-339.xml
2011-2012;L;L;342;STATSLÅN;STATSLÅN;inns-201112-342.xml
2011-2012;L;L;342;UTENRIKSHANDEL;UTENRIKSHANDEL;inns-201112-342.xml
2011-2012;L;L;342;NÆRINGSLIV;NÆRINGSLIV;inns-201112-342.xml
2011-2012;L;L;343;RETTSVESEN;RETTSVESEN;inns-201112-343.xml
2011-2012;L;L;343;NÆRINGSLIV;NÆRINGSLIV;inns-201112-343.xml
2011-2012;L;L;348;PERSONVERN;PERSONVERN;inns-201112-348.xml
2011-2012;L;L;348;HELSEVESEN;HELSEVESEN;inns-201112-348.xml
2011-2012;L;L;348;HELSEPERSONELL;HELSEPERSONELL;inns-201112-348.xml
2011-2012;L;L;348;FOLKEHELSE;FOLKEHELSE;inns-201112-348.xml
2011-2012;L;L;351;PERSONVERN;PERSONVERN;inns-201112-351.xml
2011-2012;L;L;351;HELSEVESEN;HELSEVESEN;inns-201112-351.xml
2011-2012;L;L;351;HELSEPERSONELL;HELSEPERSONELL;inns-201112-351.xml
2011-2012;L;L;351;KULTURVERN;KULTURVERN;inns-201112-351.xml
2011-2012;L;L;352;BARNEHAGER;BARNEHAGER;inns-201112-352.xml
2011-2012;L;L;352;KOMMUNER;KOMMUNER;inns-201112-352.xml
2011-2012;L;L;357;KOMMUNER;KOMMUNER;inns-201112-357.xml
2011-2012;L;L;357;BYGNINGSVESEN;BYGNINGSVESEN;inns-201112-357.xml
2011-2012;L;L;359;PERSONVERN;PERSONVERN;inns-201112-359.xml
2011-2012;L;L;359;INNVANDRERE;INNVANDRERE;inns-201112-359.xml
2011-2012;L;L;370;PERSONVERN;PERSONVERN;inns-201112-370.xml
2011-2012;L;L;370;SKATTEADMINISTRASJON;SKATTEADMINISTRASJON;inns-201112-370.xml
2011-2012;L;L;370;SKATTER;SKATTER;inns-201112-370.xml
2011-2012;L;L;370;AVGIFTER;AVGIFTER;inns-201112-370.xml
2011-2012;L;L;370;TOLL;TOLL;inns-201112-370.xml
2011-2012;L;L;371;KRIMINALOMSORG;KRIMINALOMSORG;inns-201112-371.xml
2011-2012;L;L;371;HELSEVESEN;HELSEVESEN;inns-201112-371.xml
2011-2012;L;L;371;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-201112-371.xml
2011-2012;L;L;371;GRUNNLOVEN;GRUNNLOVEN;inns-201112-371.xml
2011-2012;L;L;378;HANDEL;HANDEL;inns-201112-378.xml
2011-2012;L;L;378;FORSIKRING;FORSIKRING;inns-201112-378.xml
2011-2012;L;L;378;BANKER;BANKER;inns-201112-378.xml
2011-2012;L;L;378;NORGES BANK;NORGES BANK;inns-201112-378.xml
2011-2012;L;L;378;FINANSER;FINANSER;inns-201112-378.xml
2011-2012;L;L;378;AKSJER;AKSJER;inns-201112-378.xml
2011-2012;L;L;379;FORURENSNING;FORURENSNING;inns-201112-379.xml
2011-2012;L;L;379;SJØFART;SJØFART;inns-201112-379.xml
2011-2012;L;L;379;SIKKERHET TIL SJØS;SIKKERHET TIL SJØS;inns-201112-379.xml
2011-2012;L;L;379;HAVNER;HAVNER;inns-201112-379.xml
2011-2012;L;L;379;EFTA/EU;EU/EØS;inns-201112-379.xml
2011-2012;L;L;383;STRAFFERETT;STRAFFERETT;inns-201112-383.xml
2011-2012;L;L;383;NATURVERN;NATURVERN;inns-201112-383.xml
2011-2012;L;L;396;TRYGDER;TRYGDER;inns-201112-396.xml
2011-2012;L;L;396;ARBEIDSMILJØ;ARBEIDSMILJØ;inns-201112-396.xml
2011-2012;S;S;1;STATSBUDSJETTET;STATSBUDSJETTET;inns-201112-001.xml
2011-2012;S;S;1;STATSBUDSJETTET;STATSBUDSJETTET;inns-201112-002.xml
2011-2012;S;S;1;TRYGDER;TRYGDER;inns-201112-002.xml
2011-2012;S;S;1;STORTINGET;STORTINGET;inns-201112-001.xml
2011-2012;S;S;3;POST;POST;inns-201112-003.xml
2011-2012;S;S;3;FISKERIER;FISKERIER;inns-201112-003.xml
2011-2012;S;S;3;SIVILRETT;SIVILRETT;inns-201112-003.xml
2011-2012;S;S;3;FORURENSNING;FORURENSNING;inns-201112-003.xml
2011-2012;S;S;3;NATURVERN;NATURVERN;inns-201112-003.xml
2011-2012;S;S;3;LANDBRUK;LANDBRUK;inns-201112-003.xml
2011-2012;S;S;3;VEGTRAFIKK;VEGTRAFIKK;inns-201112-003.xml
2011-2012;S;S;3;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-201112-003.xml
2011-2012;S;S;3;SKATTEFRADRAG;SKATTEFRADRAG;inns-201112-003.xml
2011-2012;S;S;3;SKATTER;SKATTER;inns-201112-003.xml
2011-2012;S;S;3;HELSEVESEN;HELSEVESEN;inns-201112-003.xml
2011-2012;S;S;3;LANDBRUKSPRODUKTER;LANDBRUKSPRODUKTER;inns-201112-003.xml
2011-2012;S;S;3;KRINGKASTING;KRINGKASTING;inns-201112-003.xml
2011-2012;S;S;3;ELEKTRISITET;ELEKTRISITET;inns-201112-003.xml
2011-2012;S;S;3;AVGIFTER;AVGIFTER;inns-201112-003.xml
2011-2012;S;S;3;MERVERDIAVGIFT;MERVERDIAVGIFT;inns-201112-003.xml
2011-2012;S;S;3;TOLL;TOLL;inns-201112-003.xml
2011-2012;S;S;3;STATSLÅN;STATSLÅN;inns-201112-003.xml
2011-2012;S;S;3;BANKER;BANKER;inns-201112-003.xml
2011-2012;S;S;3;STATSBANKER;BANKER;inns-201112-003.xml
2011-2012;S;S;3;HAVBRUK;HAVBRUK;inns-201112-003.xml
2011-2012;S;S;3;UTENRIKSHANDEL;UTENRIKSHANDEL;inns-201112-003.xml
2011-2012;S;S;3;JERNBANER;JERNBANER;inns-201112-003.xml
2011-2012;S;S;3;LUFTFART;LUFTFART;inns-201112-003.xml
2011-2012;S;S;3;NÆRINGSLIV;NÆRINGSLIV;inns-201112-003.xml
2011-2012;S;S;3;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-201112-003.xml
2011-2012;S;S;3;BERGVERK;BERGVERK;inns-201112-003.xml
2011-2012;S;S;3;STATSBEDRIFTER;STATLIG EIERSKAP;inns-201112-003.xml
2011-2012;S;S;3;JORDBRUK;JORDBRUK;inns-201112-003.xml
2011-2012;S;S;3;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-201112-003.xml
2011-2012;S;S;3;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-201112-003.xml
2011-2012;S;S;3;LOTTERI OG SPILL;LOTTERI OG SPILL;inns-201112-003.xml
2011-2012;S;S;3;SJØFART;SJØFART;inns-201112-003.xml
2011-2012;S;S;3;SIKKERHET TIL SJØS;SIKKERHET TIL SJØS;inns-201112-003.xml
2011-2012;S;S;3;STATSEIENDOMMER;STATSEIENDOMMER;inns-201112-003.xml
2011-2012;S;S;3;SVALBARD;SVALBARD;inns-201112-003.xml
2011-2012;S;S;3;STATOIL ASA;OLJE OG GASS;inns-201112-003.xml
2011-2012;S;S;3;TELEKOMMUNIKASJONER;KOMMUNIKASJONSTEKNOLOGI;inns-201112-003.xml
2011-2012;S;S;3;LOKALFORVALTNING;LOKALFORVALTNING;inns-201112-003.xml
2011-2012;S;S;3;STATSBUDSJETTET;STATSBUDSJETTET;inns-201112-003.xml
2011-2012;S;S;3;TRYGDER;TRYGDER;inns-201112-003.xml
2011-2012;S;S;3;FINANSER;FINANSER;inns-201112-003.xml
